"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","ML210_0min_1","ML210_0min_2","ML210_0min_3","ML210_20min_1","ML210_20min_2","ML210_20min_3","ML210_45min_1","ML210_45min_2","ML210_45min_3","ML210_80min_1","ML210_80min_2","ML210_80min_3","ML210_120min_1","ML210_120min_2","ML210_120min_3","ML210_270min_1","ML210_270min_2","ML210_270min_3"
"Pos",49681,"[M+NH4]+",22.64,"TG 16:0_16:0_20:4","TG",1012100,1177133,1078134,1404834,1126753,1217593,1767329,1723836,1657331,2219350,2388815,1947848,2536573,2577737,2684417,4189711,5238966,5518842
"Pos",49501,"[M+NH4]+",22.066,"TG 16:0_16:0_20:5","TG",254053,314071,230326,216414,335059,153737,324241,498991,468860,449304,520544,673117,751375,809030,883643,1052612,1510226,1339357
"Pos",51817,"[M+NH4]+",22.321,"TG 16:0_16:0_22:6","TG",1906643,2020174,1867736,2066735,2201696,1901007,2514765,2768973,2648165,3189470,3781782,3085285,3162090,3195372,3421062,3532184,4499034,4748527
"Pos",54082,"[M+NH4]+",25.044,"TG 16:0_16:0_23:0","TG",501904,546620,537017,535341,545804,514222,537260,541972,560785,600587,642843,561466,504157,650940,501230,527196,688482,577231
"Pos",55236,"[M+NH4]+",25.21,"TG 16:0_16:0_24:0","TG",1555914,1642991,1665571,1670828,1710943,1567613,1678252,1843895,1630016,1752568,1968097,1655108,1514039,1656018,1668463,1399544,1622799,1604469
"Pos",56279,"[M+NH4]+",25.353,"TG 16:0_16:0_25:0","TG",567874,558920,544245,591580,591221,499528,533819,586542,561192,572683,561214,603347,537008,623910,566361,620085,616761,586660
"Pos",62620,"[M+NH4]+",25.954,"TG 16:0_16:0_32:1","TG",157310,210977,227902,219167,186575,189324,176997,234138,203063,186365,237990,182843,159638,183659,175112,153158,159881,174546
"Pos",44658,"[M+NH4]+",22.288,"TG 16:0_16:1_16:1","TG",510638,504487,504461,545651,559539,536261,555384,515963,568416,580264,621901,510698,552287,557907,499407,514911,604732,764427
"Pos",46067,"[M+NH4]+",22.471,"TG 16:0_16:1_17:1","TG",2898405,2837829,2768419,2990865,3029477,2813653,3093136,3414092,3145607,3466430,4029275,3363657,3275994,3454402,3635328,3752832,4486816,5001636
"Pos",47352,"[M+NH4]+",22.817,"TG 16:0_16:1_18:1","TG",57911273,64712783,61552977,64110693,67103008,60797040,64226106,71884867,66178556,69857583,83676653,69979441,62932281,68467483,71066516,73530719,89462953,93738142
"Pos",46962,"[M+NH4]+",21.519,"TG 16:0_16:1_18:3","TG",441493,510447,350791,264905,650423,328426,372460,591439,562623,634965,787074,578703,513250,745999,589337,320486,1169814,1180812
"Pos",51818,"[M+NH4]+",21.9,"TG 16:0_16:1_22:5","TG",1290655,1368702,1321361,1418072,1549056,1340520,1889533,2097952,1684646,2752987,2769588,2635300,2929617,3056370,3485251,4594855,5437108,6278904
"Pos",51635,"[M+NH4]+",21.569,"TG 16:0_16:1_22:6","TG",715547,835845,790050,896077,981475,842560,1072173,1304097,1198428,1452277,1704187,1452753,1536395,1625130,1689780,1930691,2507663,2605758
"Pos",48918,"[M+NH4]+",23.696,"TG 16:0_17:0_18:1","TG",11880345,13073760,12270953,12741801,13867630,12313556,11195967,14270508,13670054,14451299,16548532,13835153,12507254,13699715,12182030,14590878,14779160,18328565
"Pos",53234,"[M+NH4]+",22.952,"TG 16:0_17:0_22:5","TG",149024,258431,293358,135665,371327,160340,387717,450363,457583,657798,682279,482236,489264,990863,541856,975092,1227860,1364820
"Pos",48712,"[M+NH4]+",23.119,"TG 16:0_17:1_18:1","TG",12793505,13936778,12719469,13831251,14706917,13323017,14047884,16219402,15361377,16088176,19016688,15990544,14978695,16228212,16496157,18449927,22342410,23060872
"Pos",53062,"[M+NH4]+",22.286,"TG 16:0_17:1_22:5","TG",197721,315869,275382,267853,373586,277468,466431,522054,422235,662230,742285,616293,729595,810003,892806,1451321,1932612,1949389
"Pos",50410,"[M+NH4]+",24.442,"TG 16:0_18:0_18:0","TG",7517862,8086083,8010263,8013397,8702723,7681433,8104398,8543619,8207380,8566388,11537062,8113374,7309664,7794066,7972138,7523561,9184037,9403812
"Pos",50217,"[M+NH4]+",23.971,"TG 16:0_18:0_18:1","TG",72379584,77278925,75962229,77171116,80327192,71813534,78266366,85109402,81985109,82609834,99019689,82341644,71150895,77421350,79990455,82805522,100512185,106763560
"Pos",51454,"[M+NH4]+",24.203,"TG 16:0_18:0_19:1","TG",4484368,4800862,4846356,4748791,4962430,4452961,4685459,5416706,4967826,5352933,5975215,5232968,4781854,5063284,5169586,5510768,6495300,7043256
"Pos",52878,"[M+NH4]+",24.854,"TG 16:0_18:0_20:0","TG",1870175,2001221,2122801,2094921,2176431,2040690,2028126,2227284,2183615,2228794,3396135,2036662,1866076,2188200,2024438,1852239,2149929,2202554
"Pos",52670,"[M+NH4]+",24.451,"TG 16:0_18:0_20:1","TG",14979871,16166708,15804608,16025963,17228142,15343419,16141118,18081062,16906925,17577247,20672384,16652278,15304238,16205467,16845497,17240886,20967844,21633971
"Pos",55038,"[M+NH4]+",24.854,"TG 16:0_18:0_22:1","TG",4671297,5107492,5068410,5140935,5317730,4912851,5163107,5699178,5502221,5544320,6572969,5474477,4841847,5216525,5254492,4905491,5618242,6150969
"Pos",54388,"[M+NH4]+",23.23,"TG 16:0_18:0_22:5","TG",2857689,3294344,2529474,3478610,3207316,1392954,3851745,3744999,3613351,4815190,4029586,4317616,4821214,5839541,6031898,4281637,5219296,37733981
"Pos",54224,"[M+NH4]+",23.008,"TG 16:0_18:0_22:6","TG",1385328,1601987,1334990,1403631,1542781,1403370,1672996,2070341,1833475,2294082,2595509,2130008,2187081,2393926,2463200,2817593,3580156,3838423
"Pos",57329,"[M+NH4]+",25.498,"TG 16:0_18:0_24:0","TG",1058140,1104352,1172787,1142898,1178740,1114808,1164063,1267645,1191006,1251225,1356293,1158825,1072443,1215194,1081418,1001953,1146065,1149806
"Pos",59366,"[M+NH4]+",25.741,"TG 16:0_18:0_26:0","TG",381274,349138,367675,379136,373517,370320,380357,388127,388211,378653,467404,372676,372078,384719,363094,312384,356996,378561
"Pos",50031,"[M+NH4]+",23.43,"TG 16:0_18:1_18:1","TG",172685533,193671570,184714803,186328900,200773883,177032139,183469400,211707973,201531326,208753603,241199803,203620520,183365189,196154936,203853194,225151781,272206346,288691879
"Pos",49851,"[M+NH4]+",22.855,"TG 16:0_18:1_18:2","TG",41242727,45099876,42397042,44007122,47210275,41810559,46019525,51236489,47075611,50887441,59528509,50427775,47949870,52436997,54478937,64131421,78392076,83078478
"Pos",51252,"[M+NH4]+",23.708,"TG 16:0_18:1_19:1","TG",13115972,14548875,13720977,14004623,15090420,13503886,14258853,16212767,15153490,15938215,18568436,15470616,14605876,15748849,16502036,18802625,22265188,23546473
"Pos",52472,"[M+NH4]+",23.982,"TG 16:0_18:1_20:1","TG",65933389,70272733,68834991,69398933,72756159,65333594,70638930,78498532,74874451,77296899,92067217,76130510,68800286,74060079,77916386,87410445,106710127,113146565
"Pos",51982,"[M+NH4]+",22.617,"TG 16:0_18:1_20:4","TG",4961195,5140234,4885075,5551591,5676832,5168242,6592413,7190833,6658628,8972450,10637547,8972427,11297135,11379224,12078607,20500654,26100660,26678714
"Pos",51816,"[M+NH4]+",22.09,"TG 16:0_18:1_20:5","TG",568479,699402,544134,732452,512074,779007,923095,505334,1004534,1180961,1507417,1264825,1973044,1749695,1800769,3675415,4952059,4776163
"Pos",53406,"[M+NH4]+",23.339,"TG 16:0_18:1_21:3","TG",630653,1423615,696762,1262634,603426,1282965,965325,764900,1165123,795115,1106891,1170727,2061850,1216610,2258351,2042750,2608887,2061399
"Pos",54389,"[M+NH4]+",23.081,"TG 16:0_18:1_22:4","TG",2461627,5048438,2964532,4255015,2320018,2237831,5406102,7242219,3004600,7566249,8396233,7529756,9896082,9900432,10103440,28944399,36459301,37733981
"Pos",54226,"[M+NH4]+",22.624,"TG 16:0_18:1_22:5","TG",7001843,7481877,6720979,7520417,8032640,6924663,9163601,10447965,9650330,12617189,14777398,12129870,14895223,15810295,16714023,27381588,34934004,36353438
"Pos",54064,"[M+NH4]+",22.345,"TG 16:0_18:1_22:6","TG",4082000,4609497,4067131,4554543,4752706,4128952,5570649,6219837,5656091,7106487,8521014,6868731,7251839,7560694,8244213,10230289,12644916,13119309
"Pos",57017,"[M+NH4]+",24.855,"TG 16:0_18:1_24:1","TG",6295339,6888235,6848317,7046452,7185474,6909639,6910631,7864565,7701657,7912177,9235600,7547428,6973837,7365366,7713203,7377602,8746669,9303503
"Pos",58070,"[M+NH4]+",25.031,"TG 16:0_18:1_25:1","TG",798518,812310,894034,832654,896188,828866,900992,960738,921469,958753,1089107,911623,851422,929360,922061,921112,1077451,1151619
"Pos",59077,"[M+NH4]+",25.199,"TG 16:0_18:1_26:1","TG",4223772,4835363,4539928,4777088,4972473,4415440,4774968,5433936,4837794,5123374,6065092,5136602,4768176,4874874,5101693,4909097,5841393,6065558
"Pos",62547,"[M+NH4]+",25.729,"TG 16:0_18:1_30:1","TG",594835,588973,587994,631521,641972,633812,606819,664207,680595,630128,788078,640692,575969,572654,579304,514386,605601,678049
"Pos",63819,"[M+NH4]+",25.948,"TG 16:0_18:1_32:1","TG",290149,258968,287524,313437,326956,307631,304329,332634,289794,319665,365527,287642,240151,261670,275618,234107,250892,260115
"Pos",49502,"[M+NH4]+",21.622,"TG 16:0_18:2_18:3","TG",420109,422505,502989,543523,579752,488593,321616,335979,561406,582745,667445,613517,605326,620460,568254,662202,763979,840702
"Pos",60019,"[M+NH4]+",25.346,"TG 16:0_19:1_26:1","TG",444769,519225,507068,543914,498703,530366,462214,563206,509479,535925,598624,538955,435463,535016,529644,517180,564190,627990
"Pos",60911,"[M+NH4]+",25.484,"TG 16:0_20:1_26:1","TG",1678618,1814261,1847009,1840454,1954924,1740729,1840631,2068415,1921514,1960213,2216993,1892257,1815574,1856614,1816012,1795685,2068232,2262739
"Pos",55693,"[M+NH4]+",23.824,"TG 16:0_20:2_21:2","TG",382451,402189,375890,515047,218427,454679,451271,890960,489819,302998,356814,581243,555817,693104,711830,697055,295085,1310452
"Pos",55965,"[M+NH4]+",21.73,"TG 16:0_20:4_22:5","TG",177696,237958,229186,207880,241203,202234,387971,416031,411109,633398,591283,619526,883577,947903,908617,1960936,2345486,2488100
"Pos",58060,"[M+NH4]+",22.319,"TG 16:0_22:4_22:5","TG",19019,25293,74239,21773,17479,23886,134769,110891,135979,175886,163370,159514,313701,247942,360468,1929766,2908050,3124648
"Pos",57911,"[M+NH4]+",21.999,"TG 16:0_22:4_22:6","TG",9684,9805,4881,10166,27490,44424,40480,21181,6655,83726,68223,61074,200360,133626,141937,491874,511982,614046
"Pos",57743,"[M+NH4]+",21.382,"TG 16:0_22:5_22:6","TG",67881,126995,85240,122011,136278,103148,187071,234431,211558,336354,417678,305779,443257,474676,523811,842702,946990,1116871
"Pos",57172,"[M+NH4]+",25.213,"TG 16:0_24:0_18:1","TG",3814375,4197859,4299991,4257893,4456415,4115944,4256196,4821123,4338910,4632605,5191659,4463095,3933764,4154185,4325234,3848445,4496337,4793777
"Pos",58218,"[M+NH4]+",25.36,"TG 16:0_25:0_18:1","TG",572418,598676,592519,620484,620487,612501,567761,687432,650811,710604,754159,691206,591286,624016,647786,573177,680704,700963
"Pos",59220,"[M+NH4]+",25.498,"TG 16:0_26:0_18:1","TG",1990444,2114227,2250782,2165238,2269890,2066201,2107604,2338660,2272821,2271287,2625274,2292919,2007365,2194608,2171563,1899358,2296773,2402194
"Pos",44440,"[M+NH4]+",21.412,"TG 16:1_16:1_16:1","TG",147138,132976,336258,436397,152793,172488,203768,458944,191815,96069,615792,122510,162004,162773,437493,729581,722502,561717
"Pos",47146,"[M+NH4]+",22.143,"TG 16:1_16:1_18:1","TG",6851595,7852293,7350005,7669267,8793054,7633665,8128495,9600383,8633110,9109973,10672585,9151606,8668129,9489916,9954131,10534472,12986628,13421882
"Pos",49322,"[M+NH4]+",21.057,"TG 16:1_16:1_20:4","TG",30180,72538,54687,71508,28166,15284,49853,53994,137109,183608,115338,60344,99356,75158,166637,243270,331960,459362
"Pos",48519,"[M+NH4]+",22.512,"TG 16:1_17:1_18:1","TG",2041877,1744632,2122729,2006076,2141484,2133072,1888685,2551878,2398377,2390901,3097887,2670224,2631964,2672365,2813943,3420187,4314791,4703349
"Pos",49682,"[M+NH4]+",22.277,"TG 16:1_18:1_18:2","TG",5784149,5909039,5702348,5756038,6040999,5765188,6047895,6745911,6411557,6897849,8055340,6891591,7175705,7583837,7910411,9718646,11955319,12704760
"Pos",51634,"[M+NH4]+",21.325,"TG 16:1_18:1_20:5","TG",34714,100487,96841,66938,144325,89938,124480,71419,115550,215614,143332,148698,266230,170378,422937,717604,931549,968044
"Pos",54065,"[M+NH4]+",21.949,"TG 16:1_18:1_22:5","TG",724449,915624,735262,1152644,969525,660212,1217037,1255693,1304347,1680627,2631603,2210775,2118786,3095555,2200389,3171477,2962117,4948605
"Pos",53897,"[M+NH4]+",21.61,"TG 16:1_18:1_22:6","TG",679067,813691,700178,746070,909623,714430,1012192,1174612,1065260,1423817,1535553,1366058,1624877,1657626,1690900,2595354,3133648,3311186
"Pos",51072,"[M+NH4]+",23.144,"TG 17:1_18:1_18:1","TG",6444489,7295274,6575302,6870895,7450126,6614540,7380547,8388954,7937939,8588415,9859744,8178210,8081955,8835680,9018086,11377382,13684665,14059336
"Pos",50920,"[M+NH4]+",22.641,"TG 17:1_18:1_18:2","TG",443275,400696,719230,536888,750997,709376,524609,752923,862683,377015,981970,934526,690749,1164110,499444,1679529,1254436,2886275
"Pos",55396,"[M+NH4]+",22.95,"TG 17:1_18:1_22:4","TG",497808,496112,272737,295906,578368,472453,664180,334736,809256,993610,1176176,540474,1272605,1257907,1440920,2404558,3000061,3032743
"Pos",55221,"[M+NH4]+",22.306,"TG 17:1_18:1_22:5","TG",151473,201775,112451,107287,168681,65383,199483,254636,210319,195844,378424,267448,419240,386101,467201,734635,867287,994705
"Pos",57923,"[M+NH4]+",24.662,"TG 17:1_18:1_24:1","TG",513113,556562,567190,527116,550785,507506,573566,672401,609510,666489,787064,661993,626791,627768,675146,713705,864238,916732
"Pos",53739,"[M+NH4]+",24.213,"TG 18:0_18:1_19:1","TG",4036586,4345613,4350501,4121538,4465273,3980189,4246672,5019534,4720829,4907795,5700341,4658511,4416970,4838989,4887922,5363375,6417308,6860670
"Pos",54870,"[M+NH4]+",24.454,"TG 18:0_18:1_20:1","TG",13450951,15049506,14400403,14645263,15845935,14157631,15011614,16848173,15809825,16378694,19334968,15949815,14655688,15549500,16313644,17714112,20595789,21451251
"Pos",56569,"[M+NH4]+",23.699,"TG 18:0_18:1_22:4","TG",2841438,3143906,2790869,2969610,3283897,2664099,3506384,3981160,3678724,4207160,5215813,4209615,5164384,5322670,5558028,9853573,12119163,12616040
"Pos",56424,"[M+NH4]+",23.234,"TG 18:0_18:1_22:5","TG",5687707,6386976,5708040,5813932,6440155,5332577,7192875,8384008,7578211,9562135,11037022,8633693,10672234,11068613,11865342,20137477,25356981,13954412
"Pos",56270,"[M+NH4]+",23.024,"TG 18:0_18:1_22:6","TG",1862170,2161899,1852612,1905833,2108028,1930715,2311474,2793376,2400050,2961829,3523437,2862067,3021827,3326391,3317962,4312734,5326949,5679820
"Pos",61047,"[M+NH4]+",25.737,"TG 18:0_26:0_18:1","TG",604616,583638,631563,645877,675332,648590,584283,679039,690116,659712,806987,621482,564377,588103,597459,530971,617475,626157
"Pos",52320,"[M+NH4]+",23.454,"TG 18:1_18:1_18:1","TG",78078717,87019702,82751785,82780999,90325309,79307480,84265244,95963621,91380264,96311238,109861010,93407119,88506491,93420495,95574234,117532999,143167550,152114784
"Pos",52149,"[M+NH4]+",22.945,"TG 18:1_18:1_18:2","TG",18154909,19548751,17347299,17578622,18983668,16755502,20514592,21273291,19982382,24080927,25841789,23063079,25135163,26474392,27242699,38789402,43676338,49639768
"Pos",53557,"[M+NH4]+",23.723,"TG 18:1_18:1_19:1","TG",5528313,6134284,5633812,5816394,6288416,5519252,5986690,6865398,6366544,6735103,7876691,6609425,6374983,6600344,6977699,8679516,10167364,10789611
"Pos",53405,"[M+NH4]+",23.235,"TG 18:1_18:1_19:2","TG",541807,1423615,571692,1262874,905292,1282965,547187,904784,644817,672164,1102708,800557,2061361,1056930,2228058,1598421,2138384,2515552
"Pos",54707,"[M+NH4]+",23.988,"TG 18:1_18:1_20:1","TG",23874157,25892546,25114335,25631216,26639867,23467944,25931875,28852024,27238330,28334510,33913886,28427959,25792593,27860413,28844392,33571929,40698232,43183278
"Pos",54550,"[M+NH4]+",23.526,"TG 18:1_18:1_20:2","TG",8062518,3662168,3272041,8225738,8961046,7657874,9291236,10674919,9830898,10771714,4749803,10716009,6346176,11937935,12776360,18946217,13514490,9495514
"Pos",56272,"[M+NH4]+",22.645,"TG 18:1_18:1_22:5","TG",3590192,3732383,3583692,3657364,4048271,3467102,4399578,5112327,4820669,5946472,6958241,5897376,7008112,7426529,7817664,13066198,16301942,17071837
"Pos",56097,"[M+NH4]+",22.369,"TG 18:1_18:1_22:6","TG",2294704,2558630,2292184,2497754,2721305,2268543,2951281,3422608,3143303,3875544,4601792,3772540,4311296,4383898,4739370,6771547,8319539,8753392
"Pos",58938,"[M+NH4]+",24.855,"TG 18:1_18:1_24:1","TG",3509480,3877426,3801664,3836004,4077978,3771148,3897311,4474234,4359758,4438661,5271939,4394816,3960682,4345008,4607553,4713837,5542917,5836396
"Pos",58789,"[M+NH4]+",24.493,"TG 18:1_18:1_24:2","TG",1234025,1357743,1238347,1315535,1456234,1230958,1392295,1576051,1491533,1603388,1957283,1535786,1493175,1546478,1766943,2076390,2463651,2517720
"Pos",59897,"[M+NH4]+",25.026,"TG 18:1_18:1_25:1","TG",357770,383822,369030,369099,374871,339312,389559,445857,408417,418034,524118,409739,397364,436394,423011,482249,556725,585844
"Pos",60800,"[M+NH4]+",25.191,"TG 18:1_18:1_26:1","TG",1763587,2055301,1936600,1956522,2139215,1895967,2103636,2387190,2121977,2252159,2615834,2194270,2089214,2228400,2300329,2329052,2771720,2919977
"Pos",60683,"[M+NH4]+",24.871,"TG 18:1_18:1_26:2","TG",644970,770577,736339,779834,785146,703478,760975,908133,812387,928980,1074340,828037,889441,931115,1027701,1111694,1388681,1542190
"Pos",63734,"[M+NH4]+",25.726,"TG 18:1_18:1_30:1","TG",285908,293233,280464,327632,332209,282615,283012,310423,345153,309569,378226,346468,289116,301828,324128,287059,338554,332477
"Pos",64763,"[M+NH4]+",25.939,"TG 18:1_18:1_32:1","TG",154782,174695,156725,156710,183989,166631,83168,204751,178490,181898,242604,195479,144597,139553,143816,134090,149274,167322
"Pos",51981,"[M+NH4]+",22.318,"TG 18:1_18:2_18:2","TG",4342055,4314550,4404989,4359224,4389818,4484831,4689927,5000811,4781580,5280149,5351182,4809903,4747909,5010077,5375758,5707146,6152503,6918272
"Pos",56098,"[M+NH4]+",22.038,"TG 18:1_18:2_22:5","TG",181633,194091,105823,194173,195936,250474,225009,473162,364102,273313,411148,310532,537586,850043,629343,1593217,1703985,2380195
"Pos",55844,"[M+NH4]+",24.226,"TG 18:1_19:1_20:1","TG",1499770,1668586,1624479,1605968,1769540,1504201,1684391,1901441,1758917,1948180,2195789,1841710,1669157,1818093,1869251,2133187,2647260,2757966
"Pos",57323,"[M+NH4]+",22.967,"TG 18:1_19:1_22:5","TG",184075,200815,198966,139597,202451,98396,252354,316415,285777,357396,403281,373490,467205,248729,518017,799028,1048060,1039237
"Pos",56858,"[M+NH4]+",24.463,"TG 18:1_20:1_20:1","TG",6173652,6792537,6442277,6616928,7289315,6288301,6924585,7677318,7190666,7657927,8879423,7363539,6852102,7272417,7689994,8465698,9851356,10290085
"Pos",56719,"[M+NH4]+",24.063,"TG 18:1_20:1_20:2","TG",2943991,3340170,3098162,3054794,3399315,2854611,3390857,3693454,3336512,3837007,4737034,3886716,3875381,4000951,4271253,5357345,6645638,7014416
"Pos",58644,"[M+NH4]+",24.144,"TG 18:1_20:1_22:3","TG",759806,804921,780993,429307,830893,746771,892221,1021415,971315,1159975,1289357,1098506,1170953,1163203,1319626,2023638,2526531,2575960
"Pos",58483,"[M+NH4]+",23.736,"TG 18:1_20:1_22:4","TG",1444650,1669049,1427355,1563852,1670809,846836,1770929,1959110,1893746,2168759,2558389,2095762,2501507,2564567,2822943,4377189,5191826,5442674
"Pos",58351,"[M+NH4]+",23.236,"TG 18:1_20:1_22:5","TG",1625471,1849515,1695350,1014249,1833996,1478469,1959943,2277934,2193218,2692958,3007097,2326517,3101125,3065757,3065915,4856117,5882731,6007974
"Pos",58211,"[M+NH4]+",23.028,"TG 18:1_20:1_22:6","TG",585180,742250,591724,628363,683981,586121,730950,994401,780902,1056848,1178925,1011106,1064074,1143442,1203736,1712756,1970713,2158869
"Pos",62440,"[M+NH4]+",25.475,"TG 18:1_20:1_26:1","TG",606922,612788,659489,611596,701376,622551,675675,770830,708901,710347,813378,748056,632065,690597,707917,684941,764906,866586
"Pos",58210,"[M+NH4]+",22.765,"TG 18:1_20:2_22:5","TG",147064,318331,177933,142903,226954,75529,112860,270238,384918,201593,427618,439244,728583,649845,545714,908459,1226753,1446957
"Pos",58061,"[M+NH4]+",22.184,"TG 18:1_20:3_22:5","TG",72357,39854,31961,26736,84277,65880,69436,108393,54541,109121,44862,149164,218110,270688,332939,470764,271594,285971
"Pos",57912,"[M+NH4]+",21.723,"TG 18:1_20:4_22:5","TG",38638,102669,91232,98889,75562,79248,141608,136531,110263,332470,403583,311301,628757,544960,551588,1273876,1769230,1280901
"Pos",60400,"[M+NH4]+",24.209,"TG 18:1_22:1_22:4","TG",104662,87294,158770,135712,205123,138276,326495,208384,173541,246757,305712,230524,352349,295650,704992,629600,741588,592165
"Pos",60273,"[M+NH4]+",23.779,"TG 18:1_22:1_22:5","TG",461114,318339,526499,246550,322844,393743,680569,633326,455781,605575,485042,747749,599050,448422,476584,803841,913462,1559600
"Pos",60015,"[M+NH4]+",22.882,"TG 18:1_22:4_22:4","TG",21107,19681,23438,28937,46338,7542,20269,72219,31532,97319,165403,37214,141949,166187,53523,495649,1274807,1100084
"Pos",59889,"[M+NH4]+",22.333,"TG 18:1_22:4_22:5","TG",73232,31401,34744,21709,36551,62121,86816,58110,98599,166506,191323,140538,308264,381576,298875,1065379,1236095,1368744
"Pos",59743,"[M+NH4]+",22.043,"TG 18:1_22:4_22:6","TG",21300,6538,22885,9193,38741,5043,41799,56829,65739,107856,51712,85642,189004,163887,184645,499506,632897,700231
"Pos",59742,"[M+NH4]+",21.735,"TG 18:1_22:5_22:5","TG",27986,50812,18381,29388,50281,13803,44818,77265,90953,120048,171328,128061,89308,179368,193204,439756,544323,593800
"Pos",59594,"[M+NH4]+",21.411,"TG 18:1_22:5_22:6","TG",40459,70898,64662,57743,48885,47060,128480,121742,111362,213802,216369,174833,253800,274520,302405,284604,594771,587337
"Pos",60541,"[M+NH4]+",24.577,"TG 18:1_24:1_20:3","TG",215841,236734,166861,290589,215642,239144,335486,219530,375195,251084,207508,330749,247209,233405,410373,665810,525062,1148162
"Pos",51815,"[M+NH4]+",21.622,"TG 18:2_18:2_18:2","TG",1746688,1724704,1708593,1780446,1811078,1719313,1838403,1869212,1988658,1913727,2033356,1878748,1882151,1898999,1963404,2162160,2244026,2324052
"Pos",18807,"[M+NH4]+",10.768,"TG 8:0_8:0_10:0","TG",103171,150871,114711,101417,89897,55537,56018,102194,220110,427224,107592,86293,60366,89687,100459,106002,98586,20532
"Pos",16801,"[M+NH4]+",9.496,"TG 8:0_8:0_8:0 (a)","TG",692478,512926,797122,226873,147407,282220,215450,135751,121481,176326,264034,250326,125079,410119,106326,96090,159636,676571
"Pos",16802,"[M+NH4]+",9.891,"TG 8:0_8:0_8:0 (b)","TG",64626,66153,58012,38560,34951,51005,23911,53977,100906,273659,48719,43950,25182,53814,53594,23693,52606,29739
