"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Pos",47541,"[M+H]+",15.651,"PC O-18:0_24:5","EtherPC",8200156,7853713,8317588,7616282,7064871,6964009,4322491,2066538,5719320,5633346,6716379,6360533,2465150,4789727,4220399,4377986,4747188,5256670
"Pos",37442,"[M+H]+",15.677,"PC O-18:1_16:0","EtherPC",76884528,76268190,67724573,72217918,63195382,25467865,46701759,35725707,24349211,60159272,58969273,57358039,57375340,41833706,47581116,36879196,37952107,37838030
"Pos",37240,"[M+H]+",13.272,"PC O-18:1_16:1","EtherPC",98005440,96963328,97709186,81326285,200794945,78595673,156657195,35845254,83207478,72030019,71791170,168080809,75881751,156196984,171122306,59158591,75307056,157075898
"Pos",38554,"[M+H]+",13.968,"PC O-18:1_17:1","EtherPC",75582198,74087808,71289317,62315967,62501271,59984965,48481655,26844197,57804359,53296181,59771144,58459456,58637392,45171126,47937066,42953314,55836093,46793627
"Pos",39890,"[M+H]+",14.58,"PC O-18:1_18:1 (a)","EtherPC",1061575286,1093611625,1046825662,937097448,816677737,862136968,704348670,390342154,844388838,779229221,818790216,864150218,874445869,652654255,682003836,664889136,824487375,707810414
"Pos",39891,"[M+H]+",15.768,"PC O-18:1_18:1 (b)","EtherPC",162375397,162198479,160218875,142931291,139775163,132746121,99524932,61502747,121459712,111969954,114617567,119437260,110349633,88124633,85821354,62781288,76613919,64057864
"Pos",39692,"[M+H]+",13.465,"PC O-18:1_18:2","EtherPC",118907735,123571290,110601379,103346993,100256207,98638379,80345548,42741977,89221523,84665343,83316984,82990797,95974212,74101278,64156771,70514699,92435164,79162351
"Pos",41073,"[M+H]+",14.366,"PC O-18:1_19:2","EtherPC",26511520,14888997,7720370,8514724,21621537,19437758,16596570,5465216,10864369,22893143,12307461,9872712,17257379,9048518,10835240,7826425,18220150,8511117
"Pos",42731,"[M+H]+",16.061,"PC O-18:1_20:1","EtherPC",26070536,25671340,26575070,7270306,25683208,21715878,5067413,2974482,21228182,15612361,18987313,6582105,6450324,13037672,5193152,16015761,18984493,16082559
"Pos",42326,"[M+H]+",13.778,"PC O-18:1_20:3","EtherPC",114646673,63989708,55353164,98050862,42458272,95850918,77761841,17772351,91618875,85666408,95405377,53807067,58093471,37878492,80311763,68953721,55812695,45455418
"Pos",42125,"[M+H]+",14.179,"PC O-18:1_20:4","EtherPC",65556089,62280244,62892439,52832867,53829976,48951393,38508371,21392535,44412511,44812194,47147625,44321583,41450777,30356178,33350438,21181905,27613340,22727075
"Pos",41943,"[M+H]+",12.285,"PC O-18:1_20:5","EtherPC",158799027,151090479,152084690,135311086,133276694,129680395,113073871,62263206,135590502,125064427,127541111,122507759,121916571,101177745,106255805,88597474,113171974,96584533
"Pos",45222,"[M+H]+",16.359,"PC O-18:1_22:2 (a)","EtherPC",5350805,3281855,6018802,4693556,5669678,4630635,2962759,2746723,4185506,4159062,4061194,5056738,2686145,3463331,3181342,4720300,4789145,3786078
"Pos",45223,"[M+H]+",16.425,"PC O-18:1_22:2 (b)","EtherPC",5646072,5589525,6018802,2142906,5669678,4630635,1559875,2746723,4628929,4159062,3628833,5056738,2003947,2050777,1395080,4720300,4789145,2821755
"Pos",45224,"[M+H]+",17.428,"PC O-18:1_22:2 (c)","EtherPC",1950195,2761816,2744893,3202492,2286207,2785430,1844951,1698837,3853477,2038280,2257595,3036600,3543723,1702317,1809904,2249514,1592340,1435849
"Pos",44634,"[M+H]+",13.161,"PC O-18:1_22:5 (a)","EtherPC",265830195,230627887,234359082,199665957,207647693,189083336,153462048,84781803,192415270,179134656,182575202,177679192,179332355,144337080,151731813,126492110,178790785,157595930
"Pos",44635,"[M+H]+",14.148,"PC O-18:1_22:5 (b)","EtherPC",68139005,57397297,59731092,49991553,56485864,48739714,37707470,20656462,42765034,48239731,45806389,43174074,12994339,32330286,30125929,18496610,24287955,8627671
"Pos",44417,"[M+H]+",12.735,"PC O-18:1_22:6 (a)","EtherPC",335851171,263326088,249365118,227932849,227628307,200536812,218370126,110141755,271486343,197735570,204656415,200318200,206602965,192223776,212053026,157192427,207355436,180428995
"Pos",44416,"[M+H]+",13.668,"PC O-18:1_22:6 (b)","EtherPC",50500602,54475328,54431468,53440139,50130501,49106269,42041868,29653538,48410164,42314956,46397499,43283082,38834559,35535922,37307618,22454329,26624619,25048935
"Pos",47326,"[M+H]+",14.251,"PC O-18:1_24:5","EtherPC",15602839,16211943,14223632,12282946,11280121,13271249,8354316,2492812,5772936,12245624,10260994,6713685,9883335,6708136,9152510,6425040,9879228,7535583
"Pos",39695,"[M+H]+",14.344,"PC O-18:2_18:1","EtherPC",311131706,360150711,307382520,300336283,302779954,289801988,227327216,125086979,278902561,256547606,270149274,222359263,215191702,164842273,198961105,108696326,183513902,128269074
"Pos",42532,"[M+H]+",15.754,"PC O-18:2_20:1","EtherPC",27220739,15646171,19694461,15359844,16132374,5802129,12344440,7339635,7484174,18757319,7554182,19898192,20045334,2430556,6156784,1909169,10486020,3608548
"Pos",41941,"[M+H]+",12.893,"PC O-18:2_20:4","EtherPC",227349140,215797859,232030266,186960504,210133839,146027508,149852540,85721937,198761327,169847846,180478592,131981215,204080123,124179404,135928712,72516332,98646656,28802813
"Pos",41705,"[M+H]+",12.097,"PC O-18:2_20:5","EtherPC",25575904,23673336,24377301,20871013,19779657,19465661,16615316,8496817,20787436,18164578,17998228,17166702,15924090,12702371,13637900,6804155,10370606,9123494
"Pos",44418,"[M+H]+",12.939,"PC O-18:2_22:5","EtherPC",26537029,65107966,68520765,54842759,60291148,60575313,16645363,8843886,19142261,51028933,55531125,51660384,39635696,14138098,14659319,10721730,12732516,11240195
"Pos",44220,"[M+H]+",12.523,"PC O-18:2_22:6","EtherPC",58645983,56031464,56850539,51697468,51054796,47187692,39354752,23179341,47607566,43749173,46589970,43738122,38608230,31691021,34356598,19350902,25649640,22058172
"Pos",38977,"[M+H]+",16.477,"PC O-19:0_16:0 (a)","EtherPC",5478871,4284528,6619535,5322301,5664991,4983209,3445988,1023827,2389040,3811121,3191806,4241429,4461030,2814161,2542722,3257660,4108279,3365703
"Pos",38978,"[M+H]+",16.744,"PC O-19:0_16:0 (b)","EtherPC",5515204,2425625,1980170,5000689,1552617,4315937,2523665,2085017,3217975,1551313,4139093,1155157,4280082,3715067,2414407,2774642,1635843,1007046
"Pos",41498,"[M+H]+",16.833,"PC O-19:0_18:1","EtherPC",15880282,9318403,17407556,9202577,7206424,2400185,10021806,1243657,12165050,12605446,7350562,13085993,13704129,7327988,7892498,7219315,11760580,11175280
"Pos",41272,"[M+H]+",15.471,"PC O-19:1_18:1 (a)","EtherPC",12943279,19480296,10651570,9810820,4195998,12660107,2947469,2547807,15442028,18605237,8728854,10231994,10348049,7802289,1665759,15258851,6952542,3942216
"Pos",41278,"[M+H]+",15.781,"PC O-19:1_18:1 (b)","EtherPC",5310772,5475471,4469560,3829964,4245501,3529064,805190,1626146,968443,2931691,1281630,3189292,4090301,2948329,2849083,2776815,4210788,836961
"Pos",40298,"[M+H]+",17.649,"PC O-20:0_16:0","EtherPC",9757610,23258512,22511056,20668585,19698739,18763156,6402295,9623342,6631348,16099126,16406974,17343796,6401100,14440241,14759094,6318033,16524530,15080691
"Pos",45029,"[M+H]+",15.971,"PC O-20:0_20:4","EtherPC",13314030,12676082,11566625,11013726,11170556,10067266,7987072,1886736,9582629,8851566,9342731,9311962,4447613,7729645,7882079,6231287,7970155,7205400
"Pos",47542,"[M+H]+",15.927,"PC O-20:0_22:5","EtherPC",24568750,24177778,23537918,20282861,20015669,18354524,15537917,9688861,17879012,16925070,17186991,17587029,18449650,14551840,14928850,12692738,16643069,13666296
"Pos",47325,"[M+H]+",15.41,"PC O-20:0_22:6","EtherPC",24137844,16492016,23715141,20918699,14200079,13101355,14820385,6397109,11725783,13078033,16521960,16903878,11202038,13552660,10346224,10352462,9448593,11809996
"Pos",42734,"[M+H]+",17.449,"PC O-20:1_18:1","EtherPC",15895724,15776156,16816881,14359260,14341737,13266325,9960218,6853691,12169769,6372056,11728116,12704825,10785957,9415195,9742543,7015271,4164991,7275592
"Pos",47327,"[M+H]+",15.606,"PC O-20:1_22:5","EtherPC",2163258,7656108,2143555,2009288,5845948,5433342,1467787,3578031,6129932,3332503,1593301,1540578,1526394,1246127,3557025,873322,3357752,981670
"Pos",43156,"[M+H]+",19.35,"PC O-22:0_16:0","EtherPC",10184038,9795714,9516005,8486452,8063539,7721393,2481731,4004789,5607001,2955451,2929675,7323989,2847100,5964218,5140911,5364635,6484684,6020049
"Pos",45663,"[M+H]+",19.375,"PC O-22:0_18:1","EtherPC",17266675,11249895,16824599,14678351,14454409,13806237,9654849,3669848,11470908,7491298,4889010,13050150,8185396,10721673,10711842,2073905,12569196,6118405
"Pos",47123,"[M+H]+",13.985,"PC O-24:6_18:1","EtherPC",10610049,8104958,9034492,7606011,8379704,7075534,5110109,2101445,5452467,5949366,7315577,5561879,3222166,4470830,4381776,2240821,4756656,4024453
"Neg",38819,"[M+HCOO]-",14.873,"PC O-34:1<OH>","OxEtherPC",67631472,60403661,63867261,59245242,54634154,54640692,36830281,21516055,42669638,38838147,35036641,38289082,38741122,32594058,34814000,28756592,36098316,32513250
"Neg",40233,"[M+HCOO]-",16.389,"PC O-36:1<OH>","OxEtherPC",2112816,1979973,2019639,1876427,1867489,1746245,1100925,676667,1370076,1259654,1217162,1279812,1248163,1073569,1082357,978997,1286565,995344
"Neg",31813,"[M-H]-",13.62,"PE 16:0_16:0","PE",3326083,3135124,3297418,2902822,2986128,2735476,2086938,1335686,1699260,2664613,2454833,2520547,2560358,1945329,1979012,1667932,2380857,1847679
"Neg",31699,"[M-H]-",12.494,"PE 16:0_16:1","PE",37666633,31064651,32328114,30098368,30352247,28917297,24612689,12848380,24586012,27329724,24301292,28546652,27058889,22781289,23337575,19650889,21701825,19821588
"Neg",32596,"[M-H]-",13.102,"PE 16:0_17:1","PE",6771382,6585358,6111913,5728807,5893351,5646891,4303383,2353812,4871678,5224977,4649574,5366895,4927910,4414024,4456813,3549291,4273096,3561180
"Neg",33587,"[M-H]-",14.959,"PE 16:0_18:0","PE",4356880,3821631,4043110,3649659,3448653,3449918,2033366,1235186,2397694,2811260,2678646,3103343,2733631,2263629,2310397,2035482,2464243,2023645
"Neg",33472,"[M-H]-",13.739,"PE 16:0_18:1 (a)","PE",157048704,150165539,138149995,131806216,124875458,128957098,95192104,56041797,109937937,116262265,109107342,125091969,111038626,96113068,98661997,81826008,97642383,85104652
"Neg",33473,"[M-H]-",15.786,"PE 16:0_18:1 (b)","PE",4511,4294,5259,170767,79976,147552,3210,19162,3611,2538,11143,0,3043,0,7124,2405,0,0
"Neg",34827,"[M-H]-",12.263,"PE 16:0_20:4 (a)","PE",1534858,572577,1438658,1000674,522791,557151,365276,545663,990707,931179,820179,1094210,947845,876448,711999,463055,888330,599311
"Neg",34824,"[M-H]-",12.46,"PE 16:0_20:4 (b)","PE",52077385,43768316,44322848,41888600,43828901,42025690,32992757,17728273,33798089,38895646,34090413,39495016,35442176,31665635,33195491,25015719,27896848,27314200
"Neg",34695,"[M-H]-",11.645,"PE 16:0_20:5","PE",11362195,9803581,10450534,9063498,9506783,8707774,7004432,3581833,7952326,8133278,7289148,8529104,7750951,6355254,6869879,4613609,5382051,5576667
"Neg",36259,"[M-H]-",12.075,"PE 16:0_22:6","PE",20719899,17158283,18641363,17368005,16522684,15772785,11451473,6523499,13387405,14988578,13143505,14683600,12635872,11268219,11862584,8625169,9933723,9419642
"Neg",31603,"[M-H]-",11.469,"PE 16:1_16:1","PE",4172790,3384326,3779017,3167024,3208508,3000466,2739762,1392229,2944440,3023795,2610415,2996074,2973745,2372284,2674334,1976214,2152846,2119003
"Neg",33346,"[M-H]-",12.601,"PE 16:1_18:1 (a)","PE",70242735,60535946,61959595,56047347,52913790,52063311,45511558,23243991,46549978,50504139,44959154,50805871,48838517,40465921,41029441,33601133,38816061,35145028
"Neg",33347,"[M-H]-",13.737,"PE 16:1_18:1 (b)","PE",236338,490952,11965,98793,24097,31436,0,7286,400404,14217,20040,17584,121396,0,53234,0,44716,74263
"Neg",33210,"[M-H]-",11.67,"PE 16:1_18:2","PE",2465556,2257365,2347287,1136623,2189291,1747582,1599381,823778,1823645,2003548,1616995,1971039,1685608,1507376,1758146,1229218,1223170,1388762
"Neg",34697,"[M-H]-",11.448,"PE 16:1_20:4 (a)","PE",4825809,4125077,4386250,3562513,3993374,3568660,3009517,1572163,3414767,3488122,3031538,3497680,3334143,2638160,2966514,1929799,2473125,2193981
"Neg",34696,"[M-H]-",12.061,"PE 16:1_20:4 (b)","PE",49906,10443,21039,67466,66669,43232,24752,16359,51050,28641,69897,40326,161115,183712,234318,399593,411244,413385
"Neg",34576,"[M-H]-",10.729,"PE 16:1_20:5","PE",1205754,1163832,1154732,1043802,984200,1047196,814802,390162,909077,874902,697894,879630,948212,706237,767422,495314,666289,545129
"Neg",36258,"[M-H]-",11.457,"PE 16:1_22:5","PE",1380800,1089045,1288255,1036965,1137815,961189,854721,426982,939597,1057669,887664,1054026,1044541,786011,960498,780196,848911,799857
"Neg",36135,"[M-H]-",11.118,"PE 16:1_22:6","PE",2943245,2155666,1605804,2165246,2036147,2002259,2890577,756375,1632588,1838805,1495045,1913894,2108937,1381257,1442224,959461,1263614,1237439
"Neg",35684,"[M-H]-",13.057,"PE 17:0_20:4","PE",5752768,5350527,5498555,4926264,5745989,4959975,3612470,1939415,4089343,4766064,3802725,4559367,3882189,3550899,3803244,2661795,3522045,3047448
"Neg",37303,"[M-H]-",13.075,"PE 17:0_22:5","PE",3511600,3600336,1951564,3361025,1246230,3022754,2173018,1220980,2586340,2941904,2578018,2978960,2740386,2516436,1308622,2067431,2414657,2148252
"Neg",34193,"[M-H]-",13.208,"PE 17:1_18:1","PE",10591808,9394048,9393401,9015256,8434508,8044878,6157560,3364193,7340517,7650045,7245322,8060242,7880572,6557755,6581782,5770748,7065853,5609200
"Neg",37004,"[M-H]-",11.628,"PE 17:1_22:6","PE",444687,382592,332725,337416,283823,202620,153565,81517,253812,277319,205696,259861,235240,221301,271379,141539,172504,174897
"Neg",35196,"[M-H]-",15.09,"PE 18:0_18:1 (a)","PE",143254188,131299425,132871508,121128851,113503900,115693558,74674104,45894689,89676820,100069100,96547227,107153478,95538366,81754477,84385501,68766411,84961227,70640219
"Neg",35198,"[M-H]-",15.445,"PE 18:0_18:1 (b)","PE",1425290,1533879,1654200,1400652,1445879,1308633,936301,491423,1324439,974425,1043851,1251040,1191705,1290042,1089133,724381,1087802,788038
"Neg",35197,"[M-H]-",17.248,"PE 18:0_18:1 (c)","PE",16793,4232,6193,110294,80140,38202,2307,5310,7755,6998,8032,0,3016,0,2686,0,0,4511
"Neg",35074,"[M-H]-",14.194,"PE 18:0_18:2","PE",6397949,5753722,5518941,3864958,4311369,4739473,3302212,1620088,3060012,3967921,3568704,5233073,3612675,1336115,2848404,2764853,3836853,3271508
"Neg",36804,"[M-H]-",15.612,"PE 18:0_20:2","PE",3250753,2918224,2843743,2693786,2353326,2578551,1568243,986111,1976797,2213716,2223502,2356845,2113876,1762227,1848352,1490202,1831461,1520445
"Neg",37585,"[M-H]-",13.984,"PE 18:0_20:2<oxo>","OxPE",24274,0,6236,427098,185093,222657,193266,177778,190466,596088,542149,550721,454825,351003,487683,470705,493015,558581
"Neg",36678,"[M-H]-",14.276,"PE 18:0_20:3 (a)","PE",11635381,13939717,11339641,13147425,12510431,12852943,8811356,5042267,7813133,11248416,10787380,11771421,10596067,9042151,9784546,7518062,9276633,5779585
"Neg",36679,"[M-H]-",14.732,"PE 18:0_20:3 (b)","PE",8846192,7678175,8026410,7483268,6895007,6933454,4634496,2610983,5626292,6298387,5985669,6420749,5829790,5003040,5065693,3928874,4966236,4011241
"Neg",36549,"[M-H]-",13.461,"PE 18:0_20:4 (a)","PE",6106663,4948128,4846155,4512484,4490923,5256207,3050472,2701765,3408451,4380608,4244668,4834874,4412292,3356408,3407372,3124440,3698667,2874017
"Neg",36548,"[M-H]-",13.693,"PE 18:0_20:4 (b)","PE",193341069,177810543,172847884,165340424,158888850,159863568,114965087,70185738,132644363,145320384,136212468,148406052,131161134,120674798,120670903,94396982,116061816,100776944
"Neg",36553,"[M-H]-",14.307,"PE 18:0_20:4 (c)","PE",181841,53602,156497,34401,115877,168205,86705,84498,172499,173805,146121,199485,27896,81876,240525,54725,120524,92045
"Neg",36551,"[M-H]-",15.665,"PE 18:0_20:4 (d)","PE",16351,3652,2475,189717,159021,159621,2680,10441,12009,6743,30768,2285,3290,8259,2517,2968,2956,0
"Neg",36403,"[M-H]-",12.783,"PE 18:0_20:5 (a)","PE",50925794,42492089,46244688,39706184,40215365,38218302,28657785,15545795,30775013,36523031,33259043,36925064,31995405,27530237,28055673,22121490,27203700,23136920
"Neg",36404,"[M-H]-",13.732,"PE 18:0_20:5 (b)","PE",107514,410151,10498,68967,14148,38758,0,17922,106676,0,64286,12694,57135,0,23943,11326,32902,11029
"Neg",38361,"[M-H]-",15.778,"PE 18:0_22:3","PE",685898,637108,675683,548530,224450,540032,315527,153865,382397,422911,487655,458524,437527,344361,369291,255073,321356,285319
"Neg",38245,"[M-H]-",14.637,"PE 18:0_22:4","PE",5888209,5718059,5414963,5117097,4625714,4608379,2999127,1605481,3503373,3857734,3789115,4163566,3577876,3540117,3373018,2776685,3332429,2615581
"Neg",38135,"[M-H]-",13.67,"PE 18:0_22:5","PE",37436923,35854219,35022389,32370147,31001501,31221704,22265184,13762342,25082704,27813002,26017275,29307940,26649778,23525189,23129215,18760003,23292249,19321371
"Neg",38005,"[M-H]-",13.25,"PE 18:0_22:6","PE",77801986,70597556,71097497,66380795,65174235,62143899,42928497,23651189,49296810,55123332,52610819,57426987,51924971,43502865,44360667,32976204,41524949,34771964
"Neg",35073,"[M-H]-",13.837,"PE 18:1_18:1 (a)","PE",184096767,163538531,164451183,151788188,143866388,146514173,111030952,61561313,125570090,134030821,120661822,139977611,126150950,114712331,114563002,91790006,105940175,93480776
"Neg",35071,"[M-H]-",14.456,"PE 18:1_18:1 (b)","PE",497641,483705,913044,506991,693040,1021655,273194,305232,1075708,348652,717067,245809,665983,275084,243342,468424,761271,514898
"Neg",35075,"[M-H]-",15.068,"PE 18:1_18:1 (c)","PE",192638,233216,54662,74198,40388,92063,17856,82459,194899,45517,71744,92758,298767,44678,15509,9669,49922,14693
"Neg",35072,"[M-H]-",15.869,"PE 18:1_18:1 (d)","PE",4830,5654,9027,83080,35123,74100,4292,23101,9597,5572,9286,5032,10989,0,23053,0,3343,3846
"Neg",34952,"[M-H]-",12.809,"PE 18:1_18:2 (a)","PE",36483742,23817144,26141118,22113099,24465614,21001677,22667597,9053916,17947981,20839741,18733708,20368453,18359115,16203341,16503904,12862494,20241870,13483494
"Neg",34953,"[M-H]-",13.003,"PE 18:1_18:2 (b)","PE",2405259,7510158,7399895,6276498,5130347,7425986,1704758,2910362,6664739,6445403,5587140,6488838,6064245,5404374,5572943,4470983,1655849,4401409
"Neg",34951,"[M-H]-",13.407,"PE 18:1_18:2 (c)","PE",2634257,2420569,2301100,2125573,2029270,2077611,1477189,852037,905626,1842695,1752641,2055489,1774446,1644514,1599601,1175827,1604491,1200053
"Neg",34954,"[M-H]-",14.075,"PE 18:1_18:2 (d)","PE",13972,0,4807,139847,85952,133809,54496,54751,181787,364169,402654,478888,512584,424629,560795,495058,486827,462375
"Neg",34825,"[M-H]-",11.929,"PE 18:1_18:3","PE",2535523,2341798,2543443,2388473,2437086,2113148,1641277,906118,2007697,2046021,1746214,1827007,1785359,1654420,1502397,1147485,1313245,1188070
"Neg",36803,"[M-H]-",15.149,"PE 18:1_20:1","PE",12635047,11363594,11501611,10397421,9733738,9666474,6631322,3944457,7955839,8685733,8208946,9051507,8259868,7008552,7374892,5674391,6983054,5993530
"Neg",36547,"[M-H]-",13.093,"PE 18:1_20:3","PE",6060754,3049790,6396790,5842583,2972613,5395702,4278657,2409020,5372062,5123686,4709967,5437613,5719627,4126086,3762921,3065649,4587332,3327922
"Neg",36401,"[M-H]-",12.555,"PE 18:1_20:4 (a)","PE",109997658,92486505,94781831,89368935,88923329,84799684,68262422,35581415,69764611,80142905,69773913,80510076,75103958,64897241,64287069,50109828,58896524,54110662
"Neg",36407,"[M-H]-",13.226,"PE 18:1_20:4 (b)","PE",46607,21346,56394,139436,41329,47711,25253,86716,56376,48800,123289,118014,137379,146147,99375,172708,258362,86017
"Neg",36257,"[M-H]-",11.741,"PE 18:1_20:5","PE",23243546,19181452,20774229,18175294,18451131,17889917,13437534,6927829,15788510,16345977,14207296,16745867,14873689,12555125,13404642,9541587,11045371,10414186
"Neg",38006,"[M-H]-",12.536,"PE 18:1_22:5","PE",20524861,16503409,18124328,16419138,16724717,15437374,12430436,6659965,12249776,14219715,12802126,14844902,13614680,11378327,11599547,9281832,10880086,9872908
"Neg",37870,"[M-H]-",12.163,"PE 18:1_22:6","PE",41941110,33879599,37987343,33711193,32767396,32077000,23219221,12994181,27923432,30396411,25720776,29679753,27058873,22895821,23774677,16932457,18896862,17754514
"Neg",37757,"[M-H]-",11.312,"PE 18:2_22:6","PE",1953171,1498075,1648380,1343219,1431487,1097503,1070977,493336,1165098,1301716,1112665,1233713,1083310,920861,829811,608947,766341,669026
"Neg",36027,"[M-H]-",15.809,"PE 19:0_18:1","PE",1062947,1037059,1061278,896498,788824,1017147,278006,288153,642241,646900,734123,788137,671547,527972,592460,539959,552582,463782
"Neg",37429,"[M-H]-",14.341,"PE 19:0_20:4","PE",1044948,899786,900871,380271,710788,757186,565934,306268,561632,712537,731371,757238,723035,588569,211921,385132,536178,431095
"Neg",38246,"[M-H]-",15.055,"PE 20:0_20:4","PE",2001181,1872452,1901885,1724591,1650819,1680310,1059452,678054,1190561,1474394,1408959,1486458,770993,1230086,1161366,994869,1211108,950064
"Neg",39586,"[M-H]-",13.305,"PE 20:1_22:6","PE",2380838,2034770,2038342,1675758,1841078,1695439,1293249,670583,1309778,1706027,1572235,1655364,1457322,1233645,1234278,903469,1092145,927952
"Neg",39368,"[M-H]-",11.4,"PE 20:4_22:5","PE",558282,495610,536836,379325,476020,204330,298245,90125,411341,443353,346585,308052,385037,255977,301635,183457,309962,200221
"Neg",39256,"[M-H]-",11.04,"PE 20:4_22:6","PE",1465981,967194,1371102,1076567,890163,1017220,419814,283230,753086,844690,624954,678241,1081728,482700,923701,330976,666475,519333
"Neg",39959,"[M-H]-",16.577,"PE 22:0_20:4","PE",1338786,1237867,1273512,1147750,1078713,1117907,628590,380764,714194,907129,977674,1039059,948661,731000,732926,527850,738151,591717
"Neg",39828,"[M-H]-",15.076,"PE 22:1_20:4","PE",2916212,2572044,2756874,2514846,2404720,2352851,1573775,875533,1863223,2107800,1943648,2284724,1895880,1650876,1719368,1358558,1739548,1405943
"Neg",41636,"[M-H]-",18.233,"PE 24:0_20:4","PE",1161348,1071008,1029604,1000366,867015,899830,464860,182480,578300,759834,790017,836172,732673,622304,620396,450837,603808,487036
"Neg",37007,"[M-H]-",14.012,"PE 36:2<2OH>","OxPE",8522,6399,7621,18354,8685,26828,4596,6079,12398,10327,0,0,11249,7666,5117,4587,8203,15933
"Neg",35541,"[M-H]-",12.931,"PE 36:6<oxo>","OxPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",36577,"[M-H]-",13.308,"PE 37:4<oxo>","OxPE",188469,123919,160627,127455,184639,147099,106276,63379,173378,100140,122211,97105,61075,50899,57281,27039,44401,21045
"Neg",38565,"[M-H]-",15.034,"PE 38:2<OOH>","OxPE",640195,400865,554931,576948,532580,364023,306493,282407,418592,411261,393788,385616,384370,384667,360420,426569,565318,467965
"Neg",37583,"[M-H]-",13.725,"PE 38:2<oxo>","OxPE",113512,200323,0,104404,0,0,11378,0,68236,0,19656,0,49464,0,28839,0,63295,30474
"Neg",40102,"[M-H]-",12.883,"PE 38:3<2OH,OOH>","OxPE",1152283,887516,941198,878327,842897,879533,657523,372305,766825,613388,540176,561924,635278,567669,619015,484176,684721,603316
"Neg",39991,"[M-H]-",11.827,"PE 38:4<2OH,OOH>","OxPE",928792,675991,692590,676329,715124,627078,596751,255076,698600,618927,589753,588670,644815,509731,589539,455763,519822,564912
"Neg",33961,"[M-H]-",13.221,"PE O-16:0_20:4","EtherPE",3427257,2775099,2985814,2514665,2682276,2239975,1887848,955027,2183290,2324010,2094063,2246027,2231086,1895222,2088014,1561509,1680361,1517913
"Neg",30847,"[M-H]-",14.314,"PE O-16:1_16:0","EtherPE",1595043,1242181,1346825,1161332,1167752,1139511,857510,553541,971049,1105616,925058,940496,853709,806540,823501,453592,532114,501903
"Neg",30739,"[M-H]-",13.099,"PE O-16:1_16:1","EtherPE",11292960,11119770,10569071,9605168,9375718,9375411,7726760,4540589,8932235,8447148,7162025,8579249,7287724,6714542,7071951,3976192,4660811,3860632
"Neg",32471,"[M-H]-",14.41,"PE O-16:1_18:1","EtherPE",57212482,51435154,53320950,47290954,45999822,45882551,36932079,22106830,43131397,41632992,36575310,41963704,36039740,32066119,33101411,19495888,23056900,19115848
"Neg",34082,"[M-H]-",14.952,"PE O-16:1_20:2","EtherPE",5140471,4535650,5128601,4662768,4519020,4699323,4088844,3039996,4088154,4428650,3917313,4566507,2153056,3853905,4027493,3448362,3616982,3453636
"Neg",33958,"[M-H]-",13.603,"PE O-16:1_20:3 (a)","EtherPE",3715033,3508521,1969481,3281138,3209772,3144131,2552480,1644842,2488170,2585063,1455630,2855015,2602979,2459559,2026119,1101249,1573399,857086
"Neg",33960,"[M-H]-",13.772,"PE O-16:1_20:3 (b)","EtherPE",3005774,2887670,3333432,2961895,2589940,2816926,2203944,1282718,2348736,2481533,2034518,2146021,2069252,1823157,2049060,1009548,1139401,1049825
"Neg",33959,"[M-H]-",14.036,"PE O-16:1_20:3 (c)","EtherPE",5237809,4429736,4764681,4110068,3962050,4008892,3133629,1890486,3819570,3586764,3064779,3565651,2885131,2633293,2796483,1483970,1654064,1392441
"Neg",33828,"[M-H]-",12.821,"PE O-16:1_20:4 (a)","EtherPE",6012566,4846351,5879193,4745604,4804681,4381734,3954964,1820096,4045213,3843321,3400696,4232240,3362482,3006242,3213987,1843209,2012915,1732197
"Neg",33829,"[M-H]-",13.022,"PE O-16:1_20:4 (b)","EtherPE",154434161,141030884,143739780,128137854,135274464,125448372,105576157,62153765,121813343,115250107,98644875,111203354,93518010,87115509,89550217,48228061,57578417,49250783
"Neg",33703,"[M-H]-",12.151,"PE O-16:1_20:5","EtherPE",68516563,55220780,62838478,54316033,53380729,51059320,41618468,23562589,47902420,47000163,39106970,46112927,38723411,34651364,34591550,18639511,20544750,18358222
"Neg",35792,"[M-H]-",16.087,"PE O-16:1_22:2","EtherPE",3936660,3691304,3529185,3089161,2836431,2863627,2293910,1471455,2694253,2639410,2551997,2565916,2336207,1975851,2029247,1170111,1407007,1230150
"Neg",35695,"[M-H]-",15.057,"PE O-16:1_22:3","EtherPE",6956411,6272977,6512969,5892455,5647393,5509465,4170275,2553761,4869202,4859281,4292464,4854923,1803900,2000560,3785774,1054551,1578226,1824729
"Neg",35573,"[M-H]-",13.955,"PE O-16:1_22:4","EtherPE",32188609,26637049,28555895,24990397,25409365,24374980,19321513,10967188,21226583,22346684,19050746,21233971,17935217,16515250,16342025,8853206,10451440,9017663
