"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Pos",60019,"[M+NH4]+",25.346,"TG 16:0_19:1_26:1","TG",799785,734290,749292,734081,771926,694558,409141,405493,407007,513194,585410,597267,588301,484105,473533,472434,581276,519177
"Pos",60911,"[M+NH4]+",25.484,"TG 16:0_20:1_26:1","TG",3214087,2778660,3055588,2830875,2860637,2558145,1672961,1427953,1567483,2004308,2399905,2371845,2127890,1890877,1945919,1905120,2035853,1867727
"Pos",55693,"[M+NH4]+",23.824,"TG 16:0_20:2_21:2","TG",510446,604775,860449,221034,699741,472375,428022,318393,466055,480271,616772,678976,651821,200629,552774,367442,399826,145202
"Pos",55965,"[M+NH4]+",21.73,"TG 16:0_20:4_22:5","TG",238514,222888,107541,248172,183277,184814,53294,61275,107739,128120,119933,127451,127170,109692,110277,102339,102926,115831
"Pos",58060,"[M+NH4]+",22.319,"TG 16:0_22:4_22:5","TG",56299,11855,12053,16692,14507,21175,14720,3707,15662,5613,15685,19704,15462,12696,11346,9335,29310,58218
"Pos",57911,"[M+NH4]+",21.999,"TG 16:0_22:4_22:6","TG",12633,6655,11588,4313,9369,5333,0,0,0,8121,6945,8704,3962,5137,3798,3637,5756,4250
"Pos",57743,"[M+NH4]+",21.382,"TG 16:0_22:5_22:6","TG",97038,57448,102105,44208,42239,18540,22585,17215,31509,51813,89364,41170,361076,315818,384862,783084,966714,851380
"Pos",57172,"[M+NH4]+",25.213,"TG 16:0_24:0_18:1","TG",8634520,7457489,8327394,7402332,7882008,6830454,4232232,3775407,4082401,5369333,6272507,6397781,5709322,5098375,5134702,4970492,5370952,4930726
"Pos",58218,"[M+NH4]+",25.36,"TG 16:0_25:0_18:1","TG",1064980,967401,1052869,977745,1118708,846631,632054,608243,651596,711617,818039,784558,762706,724104,727313,685006,709447,640800
"Pos",59220,"[M+NH4]+",25.498,"TG 16:0_26:0_18:1","TG",4213414,3763035,4107677,3660338,3767706,3459108,2146035,1909637,2065863,2625878,3086632,3044728,2808808,2495691,2608613,2472328,2822651,2481527
"Pos",44440,"[M+NH4]+",21.412,"TG 16:1_16:1_16:1","TG",518070,572793,356020,487649,436692,581858,347503,132270,117343,185723,198790,473689,489746,174599,412979,96511,331614,194915
"Pos",47146,"[M+NH4]+",22.143,"TG 16:1_16:1_18:1","TG",19749793,16288995,17455108,15547754,17385344,14560103,11192305,8737449,10974602,12859440,13919487,14520574,13834761,11991895,11736317,12325484,13023228,11777641
"Pos",49322,"[M+NH4]+",21.057,"TG 16:1_16:1_20:4","TG",49110,77623,86237,92042,44575,23096,28717,9788,66436,55067,25415,31231,44709,18745,59903,55139,35185,47816
"Pos",48519,"[M+NH4]+",22.512,"TG 16:1_17:1_18:1","TG",3885433,3572508,3873981,3335624,3992091,3420723,1921442,2116525,2278332,2831521,3184628,3100478,2929909,2506245,2345870,2620237,2964622,2491141
"Pos",49682,"[M+NH4]+",22.277,"TG 16:1_18:1_18:2","TG",9530122,8196135,8548779,7778107,8058769,7701044,5911345,5069366,5823843,6618831,7405347,7539279,7247771,6574146,6546793,5963698,6950354,6497187
"Pos",51634,"[M+NH4]+",21.325,"TG 16:1_18:1_20:5","TG",205725,115957,63137,94158,166893,30135,33129,89055,23647,21233,58402,77037,51093,75506,65981,68528,113020,49754
"Pos",54065,"[M+NH4]+",21.949,"TG 16:1_18:1_22:5","TG",1032070,365647,863072,403231,815273,769109,368096,674668,614828,695306,836206,641646,946473,361387,405872,596879,610375,730542
"Pos",53897,"[M+NH4]+",21.61,"TG 16:1_18:1_22:6","TG",1062034,862462,909696,542290,825272,794665,559969,471212,578536,705902,751671,737880,758185,658033,631032,562031,658246,585943
"Pos",51072,"[M+NH4]+",23.144,"TG 17:1_18:1_18:1","TG",14191054,11075853,12364113,11491913,11753102,10686312,6956562,6037205,7168303,8530900,10092073,10766797,9863822,8376031,8720088,8353827,8891521,8433642
"Pos",50920,"[M+NH4]+",22.641,"TG 17:1_18:1_18:2","TG",1067880,623968,1140328,978841,984293,578802,533499,326156,667550,222794,922803,435896,265746,384208,335138,538467,806075,535309
"Pos",55396,"[M+NH4]+",22.95,"TG 17:1_18:1_22:4","TG",642577,434339,395678,234469,267472,286501,208126,62242,227893,324777,287570,282101,212368,327121,144605,154579,379268,197723
"Pos",55221,"[M+NH4]+",22.306,"TG 17:1_18:1_22:5","TG",179921,84927,162236,155127,134525,80135,32162,24230,35217,44723,87852,81313,114723,43574,60926,39310,42245,82231
"Pos",57923,"[M+NH4]+",24.662,"TG 17:1_18:1_24:1","TG",893324,697394,805767,756490,745034,711132,453888,378676,401050,508927,595210,577255,597467,509648,540810,509018,561859,522114
"Pos",53739,"[M+NH4]+",24.213,"TG 18:0_18:1_19:1","TG",6862655,5989280,6540736,6003835,6115000,5649350,3526475,3138260,3515624,4353795,5153465,4953445,4821383,4245400,4308002,4000392,4559120,4131095
"Pos",54870,"[M+NH4]+",24.454,"TG 18:0_18:1_20:1","TG",24431572,21468248,23343350,20109656,20621089,19178667,11942060,10840893,11962825,14454184,17697597,17643748,16614334,14447799,14257614,13907512,15326451,14250219
"Pos",56569,"[M+NH4]+",23.699,"TG 18:0_18:1_22:4","TG",3091049,2634889,2996540,1676913,2616721,2427655,948427,740803,1504107,1061951,2235610,2247366,2204421,932312,1866720,1639441,1935653,997687
"Pos",56424,"[M+NH4]+",23.234,"TG 18:0_18:1_22:5","TG",6714363,5653092,4658598,5296697,4655920,4463792,3112829,2374848,2763719,3776697,4024545,4987629,3640261,4041936,4168915,2952059,3649655,3147200
"Pos",56270,"[M+NH4]+",23.024,"TG 18:0_18:1_22:6","TG",2830056,2074332,2144795,2128748,2105507,1992498,1233735,995032,1346358,1547740,2008843,1936998,1825107,1459331,1410530,1225856,1595757,1335266
"Pos",61047,"[M+NH4]+",25.737,"TG 18:0_26:0_18:1","TG",1259236,1132957,1248386,1123177,1150857,1030206,622058,631233,648082,795832,941763,939188,873396,820910,745534,797663,827765,787633
"Pos",52320,"[M+NH4]+",23.454,"TG 18:1_18:1_18:1","TG",144449296,121703498,136507438,122343179,120630853,118394542,78109348,68842595,81168068,93318896,106680186,112060983,105302188,94710076,93555343,89820186,100431709,92794680
"Pos",52149,"[M+NH4]+",22.945,"TG 18:1_18:1_18:2","TG",27829814,24152214,25488781,24455647,24838664,22738632,16102687,14273033,16829456,18956026,22854435,21505974,20548143,19509244,19794472,17960532,20049840,18005029
"Pos",53557,"[M+NH4]+",23.723,"TG 18:1_18:1_19:1","TG",9729764,7806685,8822163,7929132,8222340,7459311,4654756,3887484,4679104,6053472,7092582,7153957,6914623,5935741,6120964,5756234,6210405,5816463
"Pos",53405,"[M+NH4]+",23.235,"TG 18:1_18:1_19:2","TG",631967,1667798,1558411,767469,1538447,1208720,312220,472050,541940,480847,1254316,1530242,734695,903694,1196622,1032411,1087608,622072
"Pos",54707,"[M+NH4]+",23.988,"TG 18:1_18:1_20:1","TG",37513469,31295845,35046795,31661472,30871195,30432418,18877167,17335255,19482057,23835976,28718920,28968680,26732353,23060670,23552754,23111885,24917529,23488247
"Pos",54550,"[M+NH4]+",23.526,"TG 18:1_18:1_20:2","TG",10859708,8996744,10150681,9434261,4017129,3833419,5678584,2973529,5849562,7106865,8042778,7934095,2732445,6952609,7001291,2919216,7335755,3502619
"Pos",56272,"[M+NH4]+",22.645,"TG 18:1_18:1_22:5","TG",3936282,3111837,3601506,3165199,3240027,2807259,1897381,1491751,1977459,2512763,2953401,2750906,2534139,2315653,2379049,2230046,2476719,2310603
"Pos",56097,"[M+NH4]+",22.369,"TG 18:1_18:1_22:6","TG",2978398,2313609,2683846,2384367,2441848,2281782,1478199,1234154,1457679,1926020,2240489,2206168,2008264,1792540,1868991,1638935,1931332,1722680
"Pos",58938,"[M+NH4]+",24.855,"TG 18:1_18:1_24:1","TG",6162598,4987656,5758054,5130865,5060834,4941404,3059476,2654802,2960914,3817445,4425820,4438124,4255163,3603653,3541835,3499583,3935600,3491272
"Pos",58789,"[M+NH4]+",24.493,"TG 18:1_18:1_24:2","TG",1726810,1496953,1617959,1367721,1496063,1337872,795921,726494,854517,1065583,1279569,1286515,1204200,1041019,1002213,949344,1069536,1065380
"Pos",59897,"[M+NH4]+",25.026,"TG 18:1_18:1_25:1","TG",575193,482966,488817,471140,471875,424058,272700,282405,274427,367153,406127,446898,354927,348444,357082,311457,388634,321618
"Pos",60800,"[M+NH4]+",25.191,"TG 18:1_18:1_26:1","TG",3010413,2505889,2797302,2575711,2665472,2381737,1489246,1325839,1454512,1854403,2274679,2292546,2018587,1855218,1831617,1754376,1852242,1700120
"Pos",60683,"[M+NH4]+",24.871,"TG 18:1_18:1_26:2","TG",968419,805830,895896,859991,856766,803728,497642,432695,477244,614517,716024,688489,638640,632898,600314,569184,587450,574780
"Pos",63734,"[M+NH4]+",25.726,"TG 18:1_18:1_30:1","TG",594633,551358,553508,493449,549040,460279,354641,286275,301793,387739,482047,474941,428674,421260,376309,392674,424638,347410
"Pos",64763,"[M+NH4]+",25.939,"TG 18:1_18:1_32:1","TG",354601,291505,366465,334481,342468,309488,192349,168733,185554,217157,256798,310662,263233,227710,222438,238408,276182,211779
"Pos",51981,"[M+NH4]+",22.318,"TG 18:1_18:2_18:2","TG",5399822,5026274,5252174,4947747,5071598,4697605,4218272,3797878,4043569,4665468,4712070,4675551,4527768,4489038,4367531,4292267,4654633,4322747
"Pos",56098,"[M+NH4]+",22.038,"TG 18:1_18:2_22:5","TG",81860,73203,87982,160218,85244,67573,33169,27609,87002,71903,56901,88541,136374,72252,118620,106447,147116,107491
"Pos",55844,"[M+NH4]+",24.226,"TG 18:1_19:1_20:1","TG",2337596,1898571,2122152,1883634,1951460,1751153,1151092,983819,1184885,1400315,1751609,1682086,1536162,1420580,1459247,1383074,1498199,1408536
"Pos",57323,"[M+NH4]+",22.967,"TG 18:1_19:1_22:5","TG",149844,24569,106089,111750,61600,110515,29160,41591,66316,17756,35677,44188,39731,20315,63417,44192,63837,17982
"Pos",56858,"[M+NH4]+",24.463,"TG 18:1_20:1_20:1","TG",9993212,8419892,9385100,8190403,8211958,7793960,5018198,4405473,4976142,5922976,7150910,7248181,6839133,5837371,5972454,5877833,6341254,5870580
"Pos",56719,"[M+NH4]+",24.063,"TG 18:1_20:1_20:2","TG",3982381,3189954,3532424,3238068,3339475,3104564,1874482,1742989,1904917,2439007,2828783,2995591,2789282,2399987,2414460,2356401,2616268,2505339
"Pos",58644,"[M+NH4]+",24.144,"TG 18:1_20:1_22:3","TG",794829,618092,774022,371533,675414,527221,214134,71595,173361,141282,591469,507012,318383,411735,435860,375175,450551,236393
"Pos",58483,"[M+NH4]+",23.736,"TG 18:1_20:1_22:4","TG",1433981,996526,1409097,680457,1297284,1169273,349543,174919,411237,824923,573308,782452,1029456,409944,699862,744623,566435,430124
"Pos",58351,"[M+NH4]+",23.236,"TG 18:1_20:1_22:5","TG",1914479,1157877,1368685,1582713,933766,667597,705508,506835,520793,928211,1148838,1253269,1056540,946982,905567,559860,546412,478121
"Pos",58211,"[M+NH4]+",23.028,"TG 18:1_20:1_22:6","TG",799839,613506,699281,619491,618444,614346,303412,146323,337327,462558,230002,459885,305519,411015,315287,411982,461595,331173
"Pos",62440,"[M+NH4]+",25.475,"TG 18:1_20:1_26:1","TG",1054019,920828,1006709,904499,924873,829170,564012,486278,553137,738603,870217,763798,709798,627085,704756,630545,682185,620154
"Pos",58210,"[M+NH4]+",22.765,"TG 18:1_20:2_22:5","TG",74090,20307,63386,44744,107213,52700,17417,35986,11230,45498,39332,76025,71194,120785,28912,10750,44229,16121
"Pos",58061,"[M+NH4]+",22.184,"TG 18:1_20:3_22:5","TG",5955,33914,12117,6058,8026,39727,0,0,0,7990,16016,19704,5484,0,9731,6646,4666,5010
"Pos",57912,"[M+NH4]+",21.723,"TG 18:1_20:4_22:5","TG",56412,70264,33850,7294,23756,32997,41059,8024,22258,31906,21222,26834,37532,14115,20079,14938,25380,49564
"Pos",60400,"[M+NH4]+",24.209,"TG 18:1_22:1_22:4","TG",209521,83708,43292,74246,163033,81588,38091,48564,41019,30400,93271,70856,79114,103664,80561,41778,98591,93614
"Pos",60273,"[M+NH4]+",23.779,"TG 18:1_22:1_22:5","TG",160076,324912,219040,277672,124600,207359,80989,106172,91658,224420,186542,189966,87471,113244,185266,175062,103498,197592
"Pos",60015,"[M+NH4]+",22.882,"TG 18:1_22:4_22:4","TG",0,8239,0,0,12544,7344,0,0,0,0,6148,0,0,0,0,0,7685,0
"Pos",59889,"[M+NH4]+",22.333,"TG 18:1_22:4_22:5","TG",14600,4065,12063,18367,10950,5328,3413,4064,3724,10697,12613,0,5227,20325,8542,26949,54977,69810
"Pos",59743,"[M+NH4]+",22.043,"TG 18:1_22:4_22:6","TG",0,10820,0,5098,0,0,5085,0,4398,6654,6535,0,28918,9211,3878,3275,280301,10256
"Pos",59742,"[M+NH4]+",21.735,"TG 18:1_22:5_22:5","TG",4943,9561,8600,4694,3354,10038,0,0,4906,3622,8590,10430,9252,7482,4812,11799,29317,18812
"Pos",59594,"[M+NH4]+",21.411,"TG 18:1_22:5_22:6","TG",10687,22891,26110,25574,15630,10322,6984,8809,12526,29680,31334,28162,191870,97502,178265,395173,510649,429541
"Pos",60541,"[M+NH4]+",24.577,"TG 18:1_24:1_20:3","TG",207298,257238,203937,169697,222299,128647,28922,121581,90819,152791,53614,188279,184548,76647,124747,71537,123717,87726
"Pos",51815,"[M+NH4]+",21.622,"TG 18:2_18:2_18:2","TG",1960721,1796468,1910834,1702857,1807565,1865411,1644124,1713848,1619241,1746552,1802848,1761898,1802375,1761960,1657408,1682376,1815881,1709304
"Pos",18807,"[M+NH4]+",10.768,"TG 8:0_8:0_10:0","TG",225927,421381,29442,81831,92038,91389,489399,572317,34890,80298,60406,165208,99445,115166,62814,60385,123021,50660
"Pos",16801,"[M+NH4]+",9.496,"TG 8:0_8:0_8:0 (a)","TG",182080,99262,130305,8810,21917,947690,133807,381934,10143,91199,30582,33804,131393,28832,149059,14835,197031,37109
"Pos",16802,"[M+NH4]+",9.891,"TG 8:0_8:0_8:0 (b)","TG",119508,285748,22283,34223,31879,35041,234089,335126,25588,35498,23004,99495,26332,34248,19931,8459,50186,7671
